"FMID","MarketName","street","city","County","State","zip","Credit","WIC","WICcash","SFMNP","SNAP","Organic","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","Coffee","Beans","Fruits","Grains","Juices","Mushrooms","PetFood","Tofu","WildHarvested","lon","lat"
1018814,"Sleeping Dragon Farmers Market","6475 Columbus Rd SE","Deming","Luna","New Mexico","88030","Y","N","N","N","N","N","N","N","N","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N",-107.750939,32.189126
1019869,"Slippery Rock Farmers Market ","Gateway Park, 100 Midway Street","Slippery Rock","Butler","Pennsylvania","16057","Y","N","N","Y","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y",-80.050842,41.062533
1020163,"SLO Farm Supply Farmers Market","224 Tank Farm Rd","San Luis Obispo","San Luis Obispo","California","93401","Y","Y","N","Y","N",NA,"Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N",-120.667181,35.247189
1010014,"Smith County Farmers Market","110 Ag. Center lane","Carthage","Smith","Tennessee","37030","Y","N","N","N","N","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N",-85.9461859,36.2233523
1020022,"SOCO Farmers' Market","3315 Hyland ","Costa Mesa","Orange","California","92626","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","Y","N","N",-117.927099,33.694867
1019926,"Sodus Farmers' Market","58 West Main Street","sodus","Wayne","New York","14551","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-77.062753,43.237102
1020159,"SoKY Marketplace Farmer's Market","636 Center Street ","Bowling Green","Warren","Kentucky","42102","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","N","N",-86.438462,36.970919
1003836,"Solana Beach Farmers Market","444 South Cedros Avenue","Solana Beach","San Diego","California","92075","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N","N",-117.269204,32.987194
1019671,"Somerset County Farmers' Market Inc.","800 Georgian Place ","Somerset","Somerset","Pennsylvania","15501","Y","N","Y","N","N","N","Y","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","Y","N","Y","Y","N","Y","N","N","N","Y","N","N",-79.072141,40.022787
1020039,"Somerville Mobile Farmers' Market - Council on Aging","167 Holland Street","Somerville","Middlesex","Massachusetts","2144","Y","Y","N","Y","Y",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.125686,42.40098
1020040,"Somerville Mobile Farmers' Market - East Somerville Community School","50 Cross Street","Somerville","Middlesex","Massachusetts","2145","Y","Y","N","Y","Y",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.087099,42.385778
1011934,"Somerville Mobile Farmers' Market - Mystic","530 Mystic Avenue","Somerville","Middlesex","Massachusetts","2145","Y","Y","N","Y","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.091856,42.396251
1011935,"Somerville Mobile Farmers' Market - North Street","24 North Street","Somerville","Middlesex","Massachusetts","2144","Y","Y","N","Y","Y",NA,"N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.131331,42.407206
1019803,"Soutel Community Market","4750 Soutel Dr","Jacksonville","Duval","Florida","32208","Y","N","N","N","Y",NA,"N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-81.72001,30.40374
1020067,"South Berkeley Farmers' Market","Adeline at 63rd Street","Berkeley ","Alameda","California","94703","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","N","N","N",-122.271931,37.847765
1019385,"South Cumberland Farmers Market","39 Ballpark Road","Sewanee ","Franklin","Tennessee","37375","Y","N","N","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","N","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y",-85.917223,35.193923
1018138,"South East Area Farmers' Market","900 Fuller Ave SE","Grand Rapids","Kent","Michigan","49506","Y","Y","Y","Y","Y",NA,"Y","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","Y","Y","Y","Y","N","N","N","Y",-85.6394126,42.9464659
1021214,"South End Market at Atherton","2000 South Blvd.","Charlotte","Mecklenburg","North Carolina","28203","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","Y","N","N",-80.860801,35.20911
1019599,"South Fork Fun Food & Brew","3309 W. Hwy 29","Georgetown","Williamson","Texas","78628","Y","N","N","N","N",NA,"Y","N","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","N",-97.745633,30.631014
1002526,"South Hill Farmers Market","105 W. Danville Street","South Hill","Mecklenburg","Virginia","23970","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","Y",-78.1301422,36.7244013
1019915,"South Kingstown Farmers Market  at Marina Park ","2 Salt Pond Rd","Wakefield","Washington","Rhode Island","2879","Y","Y","Y","Y","N",NA,"N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.49696,41.428192
1019511,"South Lyon Farmers and Artisans Market","110 W. Liberty","South Lyon ","Oakland","Michigan","48178","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-83.653169,42.461015
1019091,"South Side Farmers' Market","Alder Street and Cedar Avenue","Scranton","Lackawanna","Pennsylvania","18505","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-75.6668643,41.4003507
1018098,"South St. Joseph Farmers Market at the Junction","Lake & Illinois Avenues","St. Joseph ","Buchanan","Missouri","64504","Y","N","N","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y",-94.865955,39.718654
1002063,"Southern Tier Farmers Market - Olean","1900 Constitution Ave","Olean","Cattaraugus","New York","14760","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-78.041832,42.211214
1019979,"Southshore Outdoor Market","8505 Durand Ave","sturtevant","Racine","Wisconsin","53177","Y","Y","Y","Y","N",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-87.888847,42.697348
1010997,"Southwest Community Farmers Market at Tropical Park","7901 SW 40th St.","Miami","Miami-Dade","Florida","33155","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","N","N",-80.325631,25.73197
1005560,"Southwest Virginia Farmers' Market","497 Farmers Market Drive","Hillsville","Carroll","Virginia","24343","Y","N","N","Y","Y",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","Y","Y","Y","N","N","N","N",-80.772836,36.742228
1019305,"Sowing Seeds Growing Futures Farmers Market","18917 Joy Road","Detroit","Wayne","Michigan","48228","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N",-83.130895,42.362216
1018952,"Spanish Peaks Farm Stand","23500 US Hwy 160","Walsenburg","Huerfano","Colorado","81089","Y","N","N","N","Y",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-104.831846,37.600391
1019173,"Speedway Farmers Market","6118 Crawfordsville Rd.","Speedway","Marion","Indiana","46224","Y","N","N","N","Y",NA,"N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","N","N","Y","N","N","Y","N","Y","Y","Y","N","Y",-86.2670429,39.8008667
1019784,"Spotsylvania Farmers Market - Spotsylvania Regional Medical Center","4600 Spotsylvania Parkway","Spotsylvania","Spotsylvania","Virginia","22407","Y","N","N","N","Y",NA,"Y","N","N","N","Y","N","Y","Y","N","Y","N","Y","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N",-77.495899,38.219747
1019452,"Spotsylvania Farmers Market - VDOT Commuter Parking Lot","12150 Gordon Road","Fredericksburg","Spotsylvania","Virginia","22407","Y","N","N","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y",-77.563047,38.29038
1019782,"Spotsylvania Farmers Market - VDOT Commuter Parking Lot","12150 Gordon Road","Fredericksburg","Spotsylvania","Virginia","22170","Y","N","N","N","Y",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","N","N",-77.559528,38.289909
1003588,"Square Market","Public Square","Batesville","Panola","Mississippi","38606","Y","N","N","Y","Y",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-89.952098,34.316885
1018312,"St. Johns Farmers Market","N.Lombard and N.Philidelphia","Portland","Multnomah","Oregon","97203","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N",-122.7544853,45.5901096
1020042,"St. Louis Farmers Market","300 North Mill Street","St. Louis","Gratiot","Michigan","48880","Y","Y","N","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N","N","N","N",-84.608269,43.410742
1019628,"St. Maries Farmers Market","","St. Maries","Benewah","Idaho","83861","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","Y",-116.586445,47.318286
1020176,"St. Matthews Farmers Market","4100 Shelbyville Rd","Louisville","Jefferson","Kentucky","40207","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y",-85.646194,38.251785
1019675,"St. Michaels Farmers Market","204 S Talbot St","St. Michaels","Talbot","Maryland","21663","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N",-76.225202,38.785161
1007810,"St. Paul Farmers' Market","210 Holyoke","Lakeville","Dakota","Minnesota","55044","Y","N","N","N","N",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-93.2429,44.6451
1012278,"St. Petersburg Saturday Morning Market","First Street and First Avenue South","St Petersburg","Pinellas","Florida","33701","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y",-82.633652,27.769964
1012766,"Stafford Community Farmers' Market","31 Main Street","Stafford Springs","Tolland","Connecticut","6076","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N",-72.304724,41.953553
1018211,"Stanly Commons Farmers Market","1000 N. First St.","Albemarle ","Stanly","North Carolina","28001","Y","Y","N","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N",-80.197218,35.366184
1012100,"STCC Farmers' Market","One Armory Square","Springfield","Hampden","Massachusetts","1102","Y","Y","Y","Y","Y",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-72.581067,42.108668
1018918,"STCC Open Air Market","180 Airport Road","Shippensburg","Cumberland","Pennsylvania","17257","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y",-77.477569,40.050647
1010057,"Stones River Market","301 Spring Street","Murfreesboro ","Rutherford","Tennessee","37130","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y",-86.416062,35.852209
1019526,"Stow Community Farmers Market","1567 Pilgrim Drive","Stow","Summit","Ohio","44224","Y","N","N","N","Y",NA,"Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","N","Y","N","Y","N","N","N","Y","N","N",-81.452156,41.168794
1018451,"Stowe Farmers' Market","1799 Mountain Road","Stowe","Lamoille","Vermont","5672","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y",-72.712004,44.473531
1012116,"Suffolk Farmers' Market","524 N. Main Street","Suffolk","Suffolk","Virginia","23434","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N",-76.58185,36.737591
1019545,"Summit Lake Neighborhood Farmers' Market","380 W. Crosier St.","Akron","Summit","Ohio","44311","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","N","N","N",-81.542318,41.058965
1019036,"Sumter Farmers Market","200 Miller road","Sumter","Sumter","South Carolina","29153","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","N",-80.373,33.9324793
1019112,"Sunday Market on Main Street","4138 Main St, Unit A","Timnath","Larimer","Colorado","80547","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","N",-104.981878,40.529078
1007271,"Sunland Park Ardovino's DC Farmers' Market","one Ardovino Dr","sunland park","Dona Ana","New Mexico","88063","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N",-106.557437,31.791358
1019092,"Sunnyside Community Market","2532 E 7th Ave","Flagstaff","Coconino","Arizona","86004","Y","Y","Y","Y","Y",NA,"Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","Y","N","Y","N","Y","Y","Y","N","Y",-111.612866,35.212156
1020186,"Sunnyvale Farmers' Market","Murphy Avenue at Washington Avenue","Sunnyvale","Santa Clara","California","94086","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y",-122.026323,37.385784
1008173,"Surfside Sunset Market","Veteran's Pkwy & Surfside Blvd","Cape Coral ","Lee","Florida","33991","Y","N","N","N","Y",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","N",-82.024341,26.608161
1020149,"Surprise Valley Farmers Market","501 Main ","Cedarville","Modoc","California","96104","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","Y","N","N",-120.171665,41.527832
1019481,"Sustain Greenville Farmers Market","N1915 Julius Dr","Greenville","Winnebago","Wisconsin","54942","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","N","N","N","N","Y","N","N",-88.557375,44.311141
1002765,"Suttons Bay Farmers Market","Intersection of M22 & M204","Suttons Bay","Leelanau","Michigan","49682","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N",-85.647075,44.980186
1019981,"Suwanee Farmers Market","330 Town Center Ave","Suwanee","Gwinnett","Georgia","30024","Y","N","N","N","N",NA,"Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N",-84.063354,34.05617
1019437,"Swarthmore Farmers Market","121 Park Avenue","Swarthmore","Delaware","Pennsylvania","19081","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","N",-75.34911,39.901799
1018923,"Sweetwater Sunday Market","6942 West Comanche Avenue","Tampa","Hillsborough","Florida","33634","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","Y",-82.560612,27.999259
1019015,"Tahoe City Farmers Market Thursday CFM","400 N Lake Blvd","Tahoe City","Nevada","California","96145","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y",-120.14113,39.169938
1020036,"Tamarack Junction Casino Farmers' Market","13101 So. Virginia Street","RENO","Washoe","Nevada","89511","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-119.755381,39.416292
1018476,"Taos Farmers' Market","400 Camina de la Placita","Taos ","Taos","New Mexico","87571","Y","Y","N","Y","Y",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y",-105.574539,36.407207
1020073,"Taylorsville Farmers Market Inc.","751 Taylorsville Rd","Taylorsville","Spencer","Kentucky","40071","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-85.344893,38.03192
1011738,"TD Saturday Market","Main Street at West Court Street","Greenville","Greenville","South Carolina","29601","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N",-82.4000115,34.8485031
1019138,"Team Jaffrey Farmers Market","28 Main St","Jaffrey ","Cheshire","New Hampshire","3452","Y","N","N","N","Y",NA,"Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N",-72.023787,42.815213
1003982,"Telluride Farmers' Market","South Oak St","Telluride","San Miguel","Colorado","81435","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","Y","Y",-107.813086,37.936843
1020147,"Temescal Urban Village Farmers' Market ","5300 Claremont Ave.","Oakland","Alameda","California","94618","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",-122.259736,37.839774
1019075,"Temple Terrace Farmers' Market","11302 N 56th St","Temple Terrace","Hillsborough","Florida","33617","Y","N","Y","N","Y","N","Y","N","N","N","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","Y","N","N","Y",-82.394125,28.050964
1019384,"Tenino Farmers Market","213 Sussex Ave W","Tenino","Thurston","Washington","98589","Y","Y","Y","Y","Y",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","N",-122.860375,46.853829
1018994,"Terra Square Farmers Market","3380 Chicago Dr.","Hudsonville","Ottawa","Michigan","49426","Y","Y","Y","Y","Y",NA,"Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N","N",-85.8654557,42.8677383
1010998,"Terre Haute Farmers Market","2800 Poplar Street","Terre Haute","Vigo","Indiana","47803","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y",-87.37607,39.464145
1000710,"Texas Farmers' Market at Lakeline","Lakeline Mall parking lot, behind Sears & Dillard's","Cedar Park","Williamson","Texas","78613","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",-97.806683,30.469036
1021216,"Texas Farmers' Market at Mueller","4902 Airport Blvd","Austin","Travis","Texas","78722","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y",-97.707309,30.296761
1018279,"Texas Township Farmers' Market","7110 West Q Ave","Kalamazoo","Kalamazoo","Michigan","49009","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N",-85.687996,42.201444
1010472,"The 'Whee Market","North Country Club Drive","Cullowhee ","Jackson","North Carolina","28723","Y","N","N","N","N",NA,"N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","Y",-83.183494,35.300975
1021235,"The 'Whee Market","113 Market Street","Cullowhee ","Jackson","North Carolina","28723","Y","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","N","N","Y","N","N","Y",-83.181023,35.311143
1012690,"The Abraham Lincoln Memorial Hospital Market","1408 Short Eleventh Street","Lincoln","Logan","Illinois","62656","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y",-89.38516,40.154182
1021204,"The Albemarle Farmers Market","Towncenter lane","Charlottesville","Albemarle","Virginia","22911","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N",-78.445556,38.126837
1020049,"The American Legion Farmers Market","2 S Artillery Dr","Sumter","Sumter","South Carolina","29150","Y","N","N","Y","N",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-80.361114,33.919521
1018768,"The ARA Farm Market","854 N Barlow Rd","Lincoln","Alcona","Michigan","48742","Y","N","N","Y","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","N","N","Y","N","N","Y","N","N","N","Y","Y","N","N","Y","N","N","N",-83.403188,44.680782
1019047,"The Ballpark Farmers & Artisan Market","7 Ballpark way","Old Orchard Beach ","York","Maine","4064","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","Y","N","Y","N","Y","N","N","N","N","N","N",-70.391653,43.514488
1021203,"The BLVD Market","Lancaster BLVD","LANCASTER","Los Angeles","California","93534","Y","N","N","N","N",NA,"Y","N","Y","N","Y","N","N","Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N",-118.142518,34.69773
1019596,"The Capital Market of 20743","111 Capitol Heights Blvd","Capitol Heights","Prince George's","Maryland","20743","Y","Y","Y","Y","Y",NA,"N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N",-76.913335,38.887555
1018959,"The Clarksville Downtown Market","One Public Square","Clarksville","Montgomery","Tennessee","37040","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y",-87.361048,36.528219
1019181,"The cornwall farmers market","183 main street","cornwall n.y.","Orange","New York","12518","Y","N","N","N","N","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-74.059815,41.442234
1019303,"The Creede Farmers and Local Artisan Market","001 - 1st Street","Creede","Mineral","Colorado","81130","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","Y","Y","N","Y","N","N","N",-106.926949,37.852344
1019544,"The East End Farmer’s Market","13060 Factory Lane","Louisville/Jefferson County metro government (balance)","Jefferson","Kentucky","40245","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N",-85.508543,38.286927
